UTC time,nat_gas,hydro,solar,wind
2023-01-29 00:00:00,325.0,150.0,86.0,0.0
2023-01-29 01:00:00,513.0,164.0,48.0,0.0
2023-01-29 02:00:00,645.0,404.0,80.0,6.0
2023-01-29 03:00:00,662.0,360.0,67.0,28.0
2023-01-29 04:00:00,660.0,379.0,40.0,140.0
2023-01-29 05:00:00,667.0,161.0,40.0,186.0
2023-01-29 06:00:00,670.0,126.0,39.0,220.0
2023-01-29 07:00:00,590.0,86.0,5.0,207.0
2023-01-29 08:00:00,527.0,132.0,0.0,276.0
2023-01-29 09:00:00,412.0,132.0,0.0,317.0
2023-01-29 10:00:00,407.0,136.0,0.0,329.0
2023-01-29 11:00:00,403.0,133.0,0.0,322.0
2023-01-29 12:00:00,405.0,131.0,0.0,325.0
2023-01-29 13:00:00,412.0,151.0,1.0,326.0
2023-01-29 14:00:00,432.0,264.0,6.0,313.0
2023-01-29 15:00:00,463.0,296.0,6.0,330.0
2023-01-29 16:00:00,422.0,256.0,72.0,325.0
2023-01-29 17:00:00,394.0,147.0,163.0,331.0
2023-01-29 18:00:00,367.0,105.0,177.0,332.0
2023-01-29 19:00:00,353.0,125.0,172.0,336.0
2023-01-29 20:00:00,348.0,127.0,161.0,335.0
2023-01-29 21:00:00,352.0,125.0,89.0,336.0
2023-01-29 22:00:00,350.0,119.0,92.0,337.0
2023-01-29 23:00:00,342.0,93.0,89.0,337.0
