UTC time,nat_gas,hydro,solar,wind
2023-01-21 00:00:00,367.0,230.0,171.0,146.0
2023-01-21 01:00:00,519.0,381.0,48.0,142.0
2023-01-21 02:00:00,616.0,712.0,47.0,88.0
2023-01-21 03:00:00,621.0,575.0,40.0,148.0
2023-01-21 04:00:00,622.0,503.0,40.0,185.0
2023-01-21 05:00:00,621.0,391.0,40.0,205.0
2023-01-21 06:00:00,621.0,323.0,39.0,170.0
2023-01-21 07:00:00,584.0,325.0,8.0,211.0
2023-01-21 08:00:00,523.0,264.0,6.0,284.0
2023-01-21 09:00:00,385.0,315.0,6.0,205.0
2023-01-21 10:00:00,377.0,334.0,2.0,219.0
2023-01-21 11:00:00,376.0,245.0,0.0,188.0
2023-01-21 12:00:00,377.0,245.0,1.0,126.0
2023-01-21 13:00:00,378.0,258.0,1.0,79.0
2023-01-21 14:00:00,392.0,291.0,2.0,57.0
2023-01-21 15:00:00,425.0,327.0,2.0,81.0
2023-01-21 16:00:00,427.0,291.0,63.0,114.0
2023-01-21 17:00:00,422.0,194.0,174.0,90.0
2023-01-21 18:00:00,407.0,137.0,185.0,137.0
2023-01-21 19:00:00,380.0,130.0,170.0,204.0
2023-01-21 20:00:00,378.0,130.0,150.0,227.0
2023-01-21 21:00:00,353.0,102.0,83.0,216.0
2023-01-21 22:00:00,344.0,110.0,83.0,193.0
2023-01-21 23:00:00,349.0,134.0,87.0,141.0
