UTC time,nat_gas,hydro,solar,wind
2023-06-15 00:00:00,723.0,641.0,105.0,28.0
2023-06-15 01:00:00,716.0,792.0,140.0,79.0
2023-06-15 02:00:00,753.0,1047.0,58.0,141.0
2023-06-15 03:00:00,768.0,1152.0,38.0,123.0
2023-06-15 04:00:00,732.0,1163.0,51.0,19.0
2023-06-15 05:00:00,684.0,1172.0,85.0,42.0
2023-06-15 06:00:00,640.0,952.0,4.0,105.0
2023-06-15 07:00:00,430.0,661.0,0.0,200.0
2023-06-15 08:00:00,393.0,563.0,1.0,278.0
2023-06-15 09:00:00,374.0,502.0,0.0,291.0
2023-06-15 10:00:00,375.0,584.0,0.0,277.0
2023-06-15 11:00:00,378.0,444.0,0.0,248.0
2023-06-15 12:00:00,382.0,611.0,0.0,212.0
2023-06-15 13:00:00,395.0,596.0,3.0,186.0
2023-06-15 14:00:00,366.0,655.0,46.0,163.0
2023-06-15 15:00:00,372.0,438.0,64.0,135.0
2023-06-15 16:00:00,366.0,351.0,96.0,55.0
2023-06-15 17:00:00,372.0,329.0,167.0,23.0
2023-06-15 18:00:00,392.0,394.0,56.0,56.0
2023-06-15 19:00:00,390.0,420.0,54.0,107.0
2023-06-15 20:00:00,458.0,428.0,55.0,115.0
2023-06-15 21:00:00,562.0,470.0,106.0,76.0
2023-06-15 22:00:00,565.0,537.0,108.0,86.0
2023-06-15 23:00:00,634.0,557.0,93.0,108.0
