UTC time,nat_gas,hydro,solar,wind
2023-08-30 00:00:00,829.0,466.0,145.0,68.0
2023-08-30 01:00:00,826.0,602.0,166.0,52.0
2023-08-30 02:00:00,806.0,763.0,100.0,34.0
2023-08-30 03:00:00,812.0,763.0,89.0,32.0
2023-08-30 04:00:00,786.0,753.0,82.0,16.0
2023-08-30 05:00:00,780.0,412.0,21.0,15.0
2023-08-30 06:00:00,754.0,351.0,0.0,3.0
2023-08-30 07:00:00,703.0,250.0,0.0,7.0
2023-08-30 08:00:00,686.0,201.0,0.0,14.0
2023-08-30 09:00:00,622.0,167.0,0.0,47.0
2023-08-30 10:00:00,612.0,168.0,0.0,17.0
2023-08-30 11:00:00,602.0,166.0,0.0,12.0
2023-08-30 12:00:00,613.0,163.0,0.0,3.0
2023-08-30 13:00:00,704.0,277.0,0.0,0.0
2023-08-30 14:00:00,701.0,287.0,24.0,12.0
2023-08-30 15:00:00,615.0,239.0,79.0,5.0
2023-08-30 16:00:00,595.0,157.0,95.0,7.0
2023-08-30 17:00:00,586.0,160.0,107.0,8.0
2023-08-30 18:00:00,725.0,179.0,111.0,5.0
2023-08-30 19:00:00,752.0,245.0,126.0,38.0
2023-08-30 20:00:00,730.0,179.0,189.0,78.0
2023-08-30 21:00:00,776.0,204.0,185.0,86.0
2023-08-30 22:00:00,804.0,306.0,185.0,105.0
2023-08-30 23:00:00,806.0,441.0,175.0,157.0
