Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
41832,2023-10-10 00:00:00,2024-07-17 00:00:00,3.1,300.31,817.0,409.0,144.0,18.0
41833,2023-10-10 01:00:00,2024-07-17 00:00:00,3.1,283.91,847.0,602.0,62.0,12.0
41834,2023-10-10 02:00:00,2024-07-17 00:00:00,3.1,242.33,847.0,818.0,90.0,58.0
41835,2023-10-10 03:00:00,2024-07-17 00:00:00,3.1,258.84,836.0,655.0,65.0,103.0
41836,2023-10-10 04:00:00,2024-07-17 00:00:00,3.1,283.08,790.0,564.0,2.0,62.0
41837,2023-10-10 05:00:00,2024-07-17 00:00:00,3.1,333.77,774.0,307.0,0.0,80.0
41838,2023-10-10 06:00:00,2024-07-17 00:00:00,3.1,317.43,751.0,308.0,0.0,128.0
41839,2023-10-10 07:00:00,2024-07-17 00:00:00,3.1,299.45,683.0,262.0,0.0,201.0
41840,2023-10-10 08:00:00,2024-07-17 00:00:00,3.1,301.85,648.0,197.0,0.0,231.0
41841,2023-10-10 09:00:00,2024-07-17 00:00:00,3.1,337.71,643.0,158.0,0.0,148.0
41842,2023-10-10 10:00:00,2024-07-17 00:00:00,3.1,342.66,644.0,148.0,1.0,143.0
41843,2023-10-10 11:00:00,2024-07-17 00:00:00,3.1,350.33,643.0,139.0,0.0,131.0
41844,2023-10-10 12:00:00,2024-07-17 00:00:00,3.1,360.45,662.0,150.0,0.0,101.0
41845,2023-10-10 13:00:00,2024-07-17 00:00:00,3.1,352.91,715.0,166.0,0.0,127.0
41846,2023-10-10 14:00:00,2024-07-17 00:00:00,3.1,303.86,777.0,381.0,2.0,128.0
41847,2023-10-10 15:00:00,2024-07-17 00:00:00,3.1,332.2,713.0,173.0,54.0,136.0
41848,2023-10-10 16:00:00,2024-07-17 00:00:00,3.1,307.64,593.0,115.0,117.0,151.0
41849,2023-10-10 17:00:00,2024-07-17 00:00:00,3.1,311.42,638.0,105.0,161.0,136.0
41850,2023-10-10 18:00:00,2024-07-17 00:00:00,3.1,321.5,593.0,104.0,90.0,142.0
41851,2023-10-10 19:00:00,2024-07-17 00:00:00,3.1,265.62,554.0,127.0,167.0,223.0
41852,2023-10-10 20:00:00,2024-07-17 00:00:00,3.1,262.01,567.0,162.0,167.0,217.0
41853,2023-10-10 21:00:00,2024-07-17 00:00:00,3.1,298.17,654.0,168.0,89.0,198.0
41854,2023-10-10 22:00:00,2024-07-17 00:00:00,3.1,284.8,701.0,191.0,93.0,262.0
41855,2023-10-10 23:00:00,2024-07-17 00:00:00,3.1,245.55,652.0,247.0,164.0,306.0
