UTC time,nat_gas,hydro,solar,wind
2023-11-20 00:00:00,602.0,194.0,25.0,125.0
2023-11-20 01:00:00,709.0,445.0,17.0,81.0
2023-11-20 02:00:00,715.0,777.0,10.0,72.0
2023-11-20 03:00:00,721.0,554.0,10.0,204.0
2023-11-20 04:00:00,715.0,535.0,10.0,235.0
2023-11-20 05:00:00,690.0,479.0,1.0,275.0
2023-11-20 06:00:00,673.0,406.0,69.0,314.0
2023-11-20 07:00:00,628.0,237.0,1.0,333.0
2023-11-20 08:00:00,596.0,102.0,0.0,335.0
2023-11-20 09:00:00,631.0,242.0,20.0,332.0
2023-11-20 10:00:00,644.0,232.0,2.0,314.0
2023-11-20 11:00:00,673.0,233.0,0.0,307.0
2023-11-20 12:00:00,660.0,243.0,0.0,299.0
2023-11-20 13:00:00,719.0,283.0,0.0,314.0
2023-11-20 14:00:00,734.0,467.0,86.0,300.0
2023-11-20 15:00:00,747.0,444.0,84.0,261.0
2023-11-20 16:00:00,722.0,192.0,86.0,235.0
2023-11-20 17:00:00,555.0,58.0,94.0,272.0
2023-11-20 18:00:00,474.0,111.0,57.0,318.0
2023-11-20 19:00:00,452.0,105.0,55.0,328.0
2023-11-20 20:00:00,442.0,175.0,55.0,330.0
2023-11-20 21:00:00,461.0,210.0,56.0,330.0
2023-11-20 22:00:00,472.0,160.0,65.0,334.0
2023-11-20 23:00:00,472.0,171.0,83.0,331.0
