UTC time,nat_gas,hydro,solar,wind
2023-01-25 00:00:00,369.0,190.0,73.0,177.0
2023-01-25 01:00:00,518.0,258.0,71.0,115.0
2023-01-25 02:00:00,639.0,464.0,80.0,78.0
2023-01-25 03:00:00,652.0,422.0,40.0,38.0
2023-01-25 04:00:00,652.0,387.0,40.0,30.0
2023-01-25 05:00:00,643.0,431.0,41.0,27.0
2023-01-25 06:00:00,636.0,293.0,38.0,35.0
2023-01-25 07:00:00,627.0,268.0,2.0,38.0
2023-01-25 08:00:00,495.0,283.0,0.0,93.0
2023-01-25 09:00:00,380.0,196.0,0.0,35.0
2023-01-25 10:00:00,371.0,191.0,2.0,30.0
2023-01-25 11:00:00,367.0,140.0,1.0,23.0
2023-01-25 12:00:00,428.0,142.0,0.0,34.0
2023-01-25 13:00:00,457.0,181.0,5.0,44.0
2023-01-25 14:00:00,457.0,277.0,13.0,64.0
2023-01-25 15:00:00,461.0,448.0,2.0,50.0
2023-01-25 16:00:00,452.0,338.0,67.0,45.0
2023-01-25 17:00:00,393.0,82.0,129.0,70.0
2023-01-25 18:00:00,342.0,108.0,154.0,94.0
2023-01-25 19:00:00,298.0,102.0,169.0,68.0
2023-01-25 20:00:00,327.0,92.0,161.0,105.0
2023-01-25 21:00:00,287.0,82.0,138.0,232.0
2023-01-25 22:00:00,305.0,149.0,83.0,250.0
2023-01-25 23:00:00,337.0,142.0,98.0,285.0
