UTC time,nat_gas,hydro,solar,wind
2023-05-23 00:00:00,483.0,684.0,91.0,98.0
2023-05-23 01:00:00,559.0,762.0,116.0,92.0
2023-05-23 02:00:00,557.0,1026.0,100.0,88.0
2023-05-23 03:00:00,554.0,1066.0,91.0,104.0
2023-05-23 04:00:00,558.0,1069.0,65.0,114.0
2023-05-23 05:00:00,559.0,994.0,17.0,83.0
2023-05-23 06:00:00,536.0,918.0,7.0,61.0
2023-05-23 07:00:00,504.0,841.0,1.0,92.0
2023-05-23 08:00:00,517.0,669.0,0.0,70.0
2023-05-23 09:00:00,493.0,698.0,0.0,27.0
2023-05-23 10:00:00,509.0,612.0,6.0,23.0
2023-05-23 11:00:00,522.0,582.0,2.0,62.0
2023-05-23 12:00:00,508.0,612.0,13.0,89.0
2023-05-23 13:00:00,550.0,687.0,6.0,61.0
2023-05-23 14:00:00,527.0,732.0,47.0,68.0
2023-05-23 15:00:00,514.0,421.0,133.0,19.0
2023-05-23 16:00:00,468.0,260.0,167.0,9.0
2023-05-23 17:00:00,430.0,298.0,198.0,19.0
2023-05-23 18:00:00,422.0,317.0,188.0,56.0
2023-05-23 19:00:00,426.0,326.0,121.0,150.0
2023-05-23 20:00:00,423.0,314.0,205.0,171.0
2023-05-23 21:00:00,422.0,330.0,141.0,232.0
2023-05-23 22:00:00,422.0,464.0,132.0,264.0
2023-05-23 23:00:00,423.0,526.0,195.0,288.0
