UTC time,nat_gas,hydro,solar,wind
2023-10-12 00:00:00,682.0,287.0,111.0,19.0
2023-10-12 01:00:00,832.0,401.0,66.0,22.0
2023-10-12 02:00:00,849.0,774.0,90.0,68.0
2023-10-12 03:00:00,847.0,659.0,37.0,188.0
2023-10-12 04:00:00,836.0,417.0,34.0,142.0
2023-10-12 05:00:00,804.0,367.0,7.0,246.0
2023-10-12 06:00:00,735.0,143.0,0.0,271.0
2023-10-12 07:00:00,673.0,141.0,0.0,249.0
2023-10-12 08:00:00,642.0,129.0,0.0,305.0
2023-10-12 09:00:00,620.0,117.0,0.0,264.0
2023-10-12 10:00:00,645.0,108.0,0.0,252.0
2023-10-12 11:00:00,653.0,113.0,0.0,191.0
2023-10-12 12:00:00,651.0,116.0,0.0,203.0
2023-10-12 13:00:00,674.0,139.0,0.0,119.0
2023-10-12 14:00:00,721.0,321.0,63.0,49.0
2023-10-12 15:00:00,684.0,164.0,77.0,40.0
2023-10-12 16:00:00,557.0,98.0,142.0,91.0
2023-10-12 17:00:00,585.0,79.0,121.0,154.0
2023-10-12 18:00:00,648.0,87.0,98.0,186.0
2023-10-12 19:00:00,646.0,92.0,122.0,149.0
2023-10-12 20:00:00,667.0,102.0,96.0,128.0
2023-10-12 21:00:00,676.0,117.0,660.0,116.0
2023-10-12 22:00:00,678.0,150.0,178.0,120.0
2023-10-12 23:00:00,677.0,149.0,182.0,122.0
