UTC time,nat_gas,hydro,solar,wind
2023-01-19 00:00:00,475.0,103.0,66.0,17.0
2023-01-19 01:00:00,563.0,257.0,45.0,12.0
2023-01-19 02:00:00,638.0,560.0,79.0,1.0
2023-01-19 03:00:00,638.0,657.0,40.0,0.0
2023-01-19 04:00:00,637.0,554.0,40.0,0.0
2023-01-19 05:00:00,637.0,432.0,41.0,0.0
2023-01-19 06:00:00,622.0,213.0,38.0,0.0
2023-01-19 07:00:00,552.0,256.0,3.0,0.0
2023-01-19 08:00:00,434.0,172.0,1.0,0.0
2023-01-19 09:00:00,241.0,175.0,0.0,2.0
2023-01-19 10:00:00,231.0,173.0,0.0,1.0
2023-01-19 11:00:00,234.0,111.0,0.0,0.0
2023-01-19 12:00:00,237.0,121.0,0.0,5.0
2023-01-19 13:00:00,236.0,202.0,0.0,16.0
2023-01-19 14:00:00,237.0,345.0,3.0,53.0
2023-01-19 15:00:00,238.0,545.0,8.0,150.0
2023-01-19 16:00:00,229.0,478.0,60.0,219.0
2023-01-19 17:00:00,217.0,218.0,78.0,261.0
2023-01-19 18:00:00,214.0,202.0,42.0,310.0
2023-01-19 19:00:00,180.0,167.0,38.0,298.0
2023-01-19 20:00:00,165.0,174.0,37.0,319.0
2023-01-19 21:00:00,157.0,178.0,170.0,328.0
2023-01-19 22:00:00,264.0,205.0,143.0,323.0
2023-01-19 23:00:00,360.0,194.0,107.0,234.0
