UTC time,nat_gas,hydro,solar,wind
2023-08-07 00:00:00,872.0,625.0,187.0,253.0
2023-08-07 01:00:00,869.0,853.0,151.0,302.0
2023-08-07 02:00:00,865.0,1077.0,140.0,319.0
2023-08-07 03:00:00,875.0,1234.0,92.0,281.0
2023-08-07 04:00:00,873.0,1067.0,87.0,167.0
2023-08-07 05:00:00,841.0,730.0,17.0,81.0
2023-08-07 06:00:00,832.0,695.0,0.0,86.0
2023-08-07 07:00:00,725.0,716.0,0.0,125.0
2023-08-07 08:00:00,553.0,430.0,0.0,210.0
2023-08-07 09:00:00,532.0,274.0,0.0,245.0
2023-08-07 10:00:00,545.0,204.0,0.0,256.0
2023-08-07 11:00:00,534.0,174.0,0.0,285.0
2023-08-07 12:00:00,563.0,173.0,0.0,311.0
2023-08-07 13:00:00,584.0,176.0,1.0,277.0
2023-08-07 14:00:00,583.0,366.0,53.0,261.0
2023-08-07 15:00:00,524.0,210.0,90.0,260.0
2023-08-07 16:00:00,541.0,239.0,105.0,272.0
2023-08-07 17:00:00,534.0,161.0,115.0,271.0
2023-08-07 18:00:00,493.0,224.0,113.0,271.0
2023-08-07 19:00:00,581.0,270.0,172.0,235.0
2023-08-07 20:00:00,714.0,223.0,204.0,244.0
2023-08-07 21:00:00,836.0,264.0,203.0,213.0
2023-08-07 22:00:00,850.0,508.0,200.0,256.0
2023-08-07 23:00:00,822.0,622.0,201.0,285.0
