UTC time,nat_gas,hydro,solar,wind
2023-12-22 00:00:00,577.0,151.0,36.0,34.0
2023-12-22 01:00:00,663.0,548.0,1.0,16.0
2023-12-22 02:00:00,729.0,863.0,0.0,6.0
2023-12-22 03:00:00,727.0,623.0,0.0,5.0
2023-12-22 04:00:00,733.0,532.0,0.0,1.0
2023-12-22 05:00:00,720.0,398.0,0.0,0.0
2023-12-22 06:00:00,704.0,215.0,0.0,3.0
2023-12-22 07:00:00,642.0,103.0,79.0,25.0
2023-12-22 08:00:00,641.0,115.0,0.0,47.0
2023-12-22 09:00:00,629.0,109.0,0.0,67.0
2023-12-22 10:00:00,661.0,92.0,0.0,43.0
2023-12-22 11:00:00,668.0,0.0,0.0,32.0
2023-12-22 12:00:00,663.0,119.0,0.0,21.0
2023-12-22 13:00:00,705.0,149.0,0.0,29.0
2023-12-22 14:00:00,702.0,169.0,0.0,36.0
2023-12-22 15:00:00,684.0,302.0,0.0,14.0
2023-12-22 16:00:00,720.0,219.0,5.0,5.0
2023-12-22 17:00:00,673.0,149.0,31.0,22.0
2023-12-22 18:00:00,687.0,189.0,24.0,32.0
2023-12-22 19:00:00,703.0,117.0,24.0,2.0
2023-12-22 20:00:00,711.0,123.0,23.0,13.0
2023-12-22 21:00:00,704.0,134.0,11.0,42.0
2023-12-22 22:00:00,708.0,146.0,10.0,23.0
2023-12-22 23:00:00,702.0,129.0,1.0,21.0
