UTC time,nat_gas,hydro,solar,wind
2023-12-24 00:00:00,607.0,174.0,51.0,0.0
2023-12-24 01:00:00,712.0,189.0,18.0,0.0
2023-12-24 02:00:00,728.0,651.0,77.0,0.0
2023-12-24 03:00:00,729.0,542.0,43.0,2.0
2023-12-24 04:00:00,735.0,525.0,84.0,20.0
2023-12-24 05:00:00,713.0,364.0,2.0,34.0
2023-12-24 06:00:00,681.0,193.0,0.0,29.0
2023-12-24 07:00:00,656.0,61.0,0.0,35.0
2023-12-24 08:00:00,632.0,65.0,83.0,24.0
2023-12-24 09:00:00,668.0,92.0,0.0,1.0
2023-12-24 10:00:00,670.0,91.0,0.0,65.0
2023-12-24 11:00:00,671.0,90.0,0.0,99.0
2023-12-24 12:00:00,670.0,114.0,0.0,143.0
2023-12-24 13:00:00,704.0,140.0,1.0,166.0
2023-12-24 14:00:00,730.0,106.0,0.0,119.0
2023-12-24 15:00:00,745.0,73.0,1.0,191.0
2023-12-24 16:00:00,744.0,145.0,21.0,160.0
2023-12-24 17:00:00,598.0,107.0,94.0,150.0
2023-12-24 18:00:00,545.0,95.0,99.0,121.0
2023-12-24 19:00:00,527.0,99.0,30.0,121.0
2023-12-24 20:00:00,549.0,94.0,18.0,72.0
2023-12-24 21:00:00,515.0,73.0,19.0,76.0
2023-12-24 22:00:00,486.0,92.0,33.0,77.0
2023-12-24 23:00:00,487.0,86.0,114.0,57.0
