UTC time,nat_gas,hydro,solar,wind
2023-10-09 00:00:00,752.0,331.0,127.0,9.0
2023-10-09 01:00:00,766.0,647.0,67.0,1.0
2023-10-09 02:00:00,769.0,792.0,89.0,0.0
2023-10-09 03:00:00,746.0,729.0,90.0,0.0
2023-10-09 04:00:00,770.0,641.0,75.0,1.0
2023-10-09 05:00:00,726.0,455.0,13.0,36.0
2023-10-09 06:00:00,706.0,356.0,0.0,54.0
2023-10-09 07:00:00,701.0,258.0,0.0,54.0
2023-10-09 08:00:00,526.0,167.0,0.0,31.0
2023-10-09 09:00:00,483.0,137.0,0.0,14.0
2023-10-09 10:00:00,417.0,154.0,0.0,9.0
2023-10-09 11:00:00,352.0,154.0,0.0,4.0
2023-10-09 12:00:00,378.0,163.0,0.0,1.0
2023-10-09 13:00:00,414.0,184.0,0.0,0.0
2023-10-09 14:00:00,462.0,327.0,3.0,0.0
2023-10-09 15:00:00,480.0,221.0,49.0,0.0
2023-10-09 16:00:00,426.0,200.0,101.0,0.0
2023-10-09 17:00:00,418.0,180.0,86.0,0.0
2023-10-09 18:00:00,440.0,201.0,88.0,0.0
2023-10-09 19:00:00,472.0,207.0,164.0,0.0
2023-10-09 20:00:00,647.0,202.0,85.0,0.0
2023-10-09 21:00:00,752.0,164.0,141.0,3.0
2023-10-09 22:00:00,758.0,212.0,149.0,12.0
2023-10-09 23:00:00,819.0,284.0,160.0,23.0
