Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
37296,2023-04-04 00:00:00,2024-07-17 00:00:00,3.1,130.34,409.0,404.0,95.0,253.0
37297,2023-04-04 01:00:00,2024-07-17 00:00:00,3.1,118.23,409.0,523.0,95.0,253.0
37298,2023-04-04 02:00:00,2024-07-17 00:00:00,3.1,170.28,862.0,730.0,101.0,180.0
37299,2023-04-04 03:00:00,2024-07-17 00:00:00,3.1,120.47,476.0,929.0,57.0,0.0
37300,2023-04-04 04:00:00,2024-07-17 00:00:00,3.1,125.08,478.0,876.0,33.0,27.0
37301,2023-04-04 05:00:00,2024-07-17 00:00:00,3.1,102.85,472.0,978.0,0.0,248.0
37302,2023-04-04 06:00:00,2024-07-17 00:00:00,3.1,112.65,478.0,822.0,0.0,270.0
37303,2023-04-04 07:00:00,2024-07-17 00:00:00,3.1,129.63,446.0,635.0,0.0,192.0
37304,2023-04-04 08:00:00,2024-07-17 00:00:00,3.1,127.91,447.0,679.0,0.0,167.0
37305,2023-04-04 09:00:00,2024-07-17 00:00:00,3.1,149.56,441.0,606.0,0.0,44.0
37306,2023-04-04 10:00:00,2024-07-17 00:00:00,3.1,153.42,447.0,585.0,0.0,46.0
37307,2023-04-04 11:00:00,2024-07-17 00:00:00,3.1,147.21,448.0,578.0,0.0,100.0
37308,2023-04-04 12:00:00,2024-07-17 00:00:00,3.1,138.17,447.0,617.0,0.0,133.0
37309,2023-04-04 13:00:00,2024-07-17 00:00:00,3.1,127.01,449.0,737.0,0.0,122.0
37310,2023-04-04 14:00:00,2024-07-17 00:00:00,3.1,117.18,476.0,900.0,1.0,126.0
37311,2023-04-04 15:00:00,2024-07-17 00:00:00,3.1,126.02,453.0,740.0,25.0,112.0
37312,2023-04-04 16:00:00,2024-07-17 00:00:00,3.1,145.4,448.0,310.0,202.0,180.0
37313,2023-04-04 17:00:00,2024-07-17 00:00:00,3.1,161.29,449.0,223.0,199.0,159.0
37314,2023-04-04 18:00:00,2024-07-17 00:00:00,3.1,163.13,440.0,232.0,198.0,128.0
37315,2023-04-04 19:00:00,2024-07-17 00:00:00,3.1,167.06,433.0,235.0,197.0,94.0
37316,2023-04-04 20:00:00,2024-07-17 00:00:00,3.1,167.23,433.0,209.0,197.0,119.0
37317,2023-04-04 21:00:00,2024-07-17 00:00:00,3.1,164.02,430.0,219.0,178.0,143.0
37318,2023-04-04 22:00:00,2024-07-17 00:00:00,3.1,176.96,418.0,200.0,158.0,98.0
37319,2023-04-04 23:00:00,2024-07-17 00:00:00,3.1,178.47,410.0,245.0,105.0,90.0
