UTC time,nat_gas,hydro,solar,wind
2023-02-18 00:00:00,524.0,179.0,93.0,86.0
2023-02-18 01:00:00,641.0,399.0,87.0,47.0
2023-02-18 02:00:00,654.0,538.0,84.0,47.0
2023-02-18 03:00:00,676.0,563.0,59.0,64.0
2023-02-18 04:00:00,659.0,578.0,19.0,86.0
2023-02-18 05:00:00,639.0,524.0,18.0,103.0
2023-02-18 06:00:00,629.0,582.0,18.0,88.0
2023-02-18 07:00:00,619.0,527.0,18.0,118.0
2023-02-18 08:00:00,512.0,367.0,18.0,78.0
2023-02-18 09:00:00,388.0,338.0,18.0,52.0
2023-02-18 10:00:00,374.0,323.0,18.0,56.0
2023-02-18 11:00:00,376.0,295.0,19.0,65.0
2023-02-18 12:00:00,378.0,294.0,18.0,73.0
2023-02-18 13:00:00,382.0,339.0,18.0,76.0
2023-02-18 14:00:00,386.0,355.0,18.0,70.0
2023-02-18 15:00:00,386.0,353.0,20.0,67.0
2023-02-18 16:00:00,351.0,300.0,39.0,60.0
2023-02-18 17:00:00,305.0,203.0,146.0,44.0
2023-02-18 18:00:00,300.0,178.0,191.0,47.0
2023-02-18 19:00:00,286.0,141.0,215.0,63.0
2023-02-18 20:00:00,301.0,134.0,188.0,20.0
2023-02-18 21:00:00,305.0,132.0,105.0,12.0
2023-02-18 22:00:00,305.0,132.0,104.0,3.0
2023-02-18 23:00:00,307.0,131.0,144.0,0.0
