UTC time,nat_gas,hydro,solar,wind
2023-06-10 00:00:00,615.0,749.0,65.0,67.0
2023-06-10 01:00:00,689.0,775.0,112.0,69.0
2023-06-10 02:00:00,753.0,1224.0,61.0,128.0
2023-06-10 03:00:00,739.0,1315.0,69.0,171.0
2023-06-10 04:00:00,567.0,1316.0,89.0,144.0
2023-06-10 05:00:00,345.0,1271.0,79.0,131.0
2023-06-10 06:00:00,291.0,1157.0,8.0,140.0
2023-06-10 07:00:00,272.0,1094.0,0.0,146.0
2023-06-10 08:00:00,360.0,661.0,5.0,125.0
2023-06-10 09:00:00,425.0,542.0,4.0,128.0
2023-06-10 10:00:00,492.0,411.0,1.0,155.0
2023-06-10 11:00:00,629.0,350.0,0.0,129.0
2023-06-10 12:00:00,657.0,360.0,0.0,107.0
2023-06-10 13:00:00,654.0,360.0,0.0,97.0
2023-06-10 14:00:00,620.0,411.0,34.0,70.0
2023-06-10 15:00:00,652.0,388.0,35.0,25.0
2023-06-10 16:00:00,679.0,369.0,91.0,14.0
2023-06-10 17:00:00,630.0,407.0,168.0,12.0
2023-06-10 18:00:00,610.0,381.0,168.0,30.0
2023-06-10 19:00:00,628.0,502.0,185.0,50.0
2023-06-10 20:00:00,699.0,516.0,123.0,57.0
2023-06-10 21:00:00,738.0,554.0,169.0,88.0
2023-06-10 22:00:00,712.0,657.0,117.0,131.0
2023-06-10 23:00:00,733.0,676.0,143.0,175.0
