UTC time,nat_gas,hydro,solar,wind
2023-07-10 00:00:00,699.0,425.0,167.0,298.0
2023-07-10 01:00:00,743.0,608.0,147.0,304.0
2023-07-10 02:00:00,764.0,957.0,101.0,304.0
2023-07-10 03:00:00,773.0,1061.0,92.0,290.0
2023-07-10 04:00:00,774.0,1128.0,89.0,215.0
2023-07-10 05:00:00,772.0,993.0,39.0,177.0
2023-07-10 06:00:00,762.0,690.0,3.0,121.0
2023-07-10 07:00:00,658.0,645.0,0.0,81.0
2023-07-10 08:00:00,503.0,606.0,0.0,90.0
2023-07-10 09:00:00,482.0,453.0,0.0,95.0
2023-07-10 10:00:00,524.0,372.0,0.0,121.0
2023-07-10 11:00:00,528.0,347.0,0.0,150.0
2023-07-10 12:00:00,534.0,339.0,0.0,179.0
2023-07-10 13:00:00,554.0,345.0,2.0,194.0
2023-07-10 14:00:00,525.0,446.0,51.0,200.0
2023-07-10 15:00:00,535.0,303.0,119.0,248.0
2023-07-10 16:00:00,529.0,156.0,160.0,233.0
2023-07-10 17:00:00,525.0,262.0,108.0,192.0
2023-07-10 18:00:00,502.0,290.0,185.0,172.0
2023-07-10 19:00:00,584.0,298.0,119.0,193.0
2023-07-10 20:00:00,685.0,284.0,136.0,230.0
2023-07-10 21:00:00,733.0,355.0,196.0,235.0
2023-07-10 22:00:00,795.0,389.0,180.0,227.0
2023-07-10 23:00:00,799.0,357.0,185.0,193.0
