UTC time,nat_gas,hydro,solar,wind
2023-05-19 00:00:00,476.0,498.0,152.0,26.0
2023-05-19 01:00:00,561.0,738.0,101.0,17.0
2023-05-19 02:00:00,548.0,1006.0,76.0,28.0
2023-05-19 03:00:00,569.0,1013.0,91.0,32.0
2023-05-19 04:00:00,574.0,986.0,64.0,144.0
2023-05-19 05:00:00,528.0,983.0,38.0,180.0
2023-05-19 06:00:00,476.0,914.0,1.0,293.0
2023-05-19 07:00:00,481.0,935.0,1.0,292.0
2023-05-19 08:00:00,500.0,634.0,0.0,212.0
2023-05-19 09:00:00,475.0,588.0,0.0,72.0
2023-05-19 10:00:00,431.0,538.0,0.0,78.0
2023-05-19 11:00:00,430.0,717.0,0.0,109.0
2023-05-19 12:00:00,490.0,728.0,0.0,71.0
2023-05-19 13:00:00,577.0,825.0,0.0,96.0
2023-05-19 14:00:00,599.0,731.0,39.0,137.0
2023-05-19 15:00:00,494.0,635.0,143.0,130.0
2023-05-19 16:00:00,467.0,386.0,173.0,173.0
2023-05-19 17:00:00,483.0,395.0,111.0,97.0
2023-05-19 18:00:00,574.0,423.0,179.0,91.0
2023-05-19 19:00:00,574.0,431.0,193.0,66.0
2023-05-19 20:00:00,569.0,414.0,125.0,30.0
2023-05-19 21:00:00,481.0,435.0,117.0,20.0
2023-05-19 22:00:00,466.0,412.0,112.0,16.0
2023-05-19 23:00:00,482.0,444.0,109.0,17.0
