UTC time,nat_gas,hydro,solar,wind
2023-09-29 00:00:00,697.0,308.0,143.0,296.0
2023-09-29 01:00:00,806.0,810.0,77.0,284.0
2023-09-29 02:00:00,835.0,1231.0,90.0,266.0
2023-09-29 03:00:00,814.0,1269.0,90.0,229.0
2023-09-29 04:00:00,782.0,1253.0,81.0,205.0
2023-09-29 05:00:00,760.0,784.0,1.0,162.0
2023-09-29 06:00:00,720.0,744.0,0.0,112.0
2023-09-29 07:00:00,626.0,511.0,0.0,150.0
2023-09-29 08:00:00,543.0,335.0,0.0,182.0
2023-09-29 09:00:00,533.0,302.0,0.0,203.0
2023-09-29 10:00:00,539.0,231.0,1.0,193.0
2023-09-29 11:00:00,468.0,209.0,0.0,169.0
2023-09-29 12:00:00,522.0,361.0,0.0,178.0
2023-09-29 13:00:00,548.0,311.0,0.0,207.0
2023-09-29 14:00:00,575.0,434.0,20.0,205.0
2023-09-29 15:00:00,503.0,146.0,76.0,196.0
2023-09-29 16:00:00,400.0,161.0,136.0,239.0
2023-09-29 17:00:00,380.0,167.0,117.0,297.0
2023-09-29 18:00:00,409.0,192.0,107.0,293.0
2023-09-29 19:00:00,402.0,183.0,162.0,302.0
2023-09-29 20:00:00,421.0,188.0,100.0,317.0
2023-09-29 21:00:00,451.0,214.0,176.0,318.0
2023-09-29 22:00:00,439.0,300.0,186.0,321.0
2023-09-29 23:00:00,437.0,385.0,176.0,324.0
