UTC time,nat_gas,hydro,solar,wind
2023-01-05 00:00:00,287.0,184.0,20.0,0.0
2023-01-05 01:00:00,396.0,475.0,11.0,0.0
2023-01-05 02:00:00,437.0,628.0,37.0,0.0
2023-01-05 03:00:00,437.0,591.0,7.0,0.0
2023-01-05 04:00:00,419.0,570.0,0.0,0.0
2023-01-05 05:00:00,405.0,585.0,0.0,2.0
2023-01-05 06:00:00,388.0,399.0,0.0,9.0
2023-01-05 07:00:00,381.0,261.0,0.0,21.0
2023-01-05 08:00:00,355.0,194.0,0.0,14.0
2023-01-05 09:00:00,188.0,224.0,0.0,9.0
2023-01-05 10:00:00,192.0,228.0,0.0,9.0
2023-01-05 11:00:00,199.0,133.0,0.0,3.0
2023-01-05 12:00:00,201.0,95.0,0.0,91.0
2023-01-05 13:00:00,208.0,165.0,0.0,171.0
2023-01-05 14:00:00,231.0,285.0,0.0,209.0
2023-01-05 15:00:00,236.0,331.0,1.0,93.0
2023-01-05 16:00:00,230.0,318.0,11.0,105.0
2023-01-05 17:00:00,203.0,137.0,60.0,171.0
2023-01-05 18:00:00,187.0,147.0,65.0,197.0
2023-01-05 19:00:00,174.0,148.0,28.0,178.0
2023-01-05 20:00:00,176.0,108.0,28.0,229.0
2023-01-05 21:00:00,186.0,112.0,26.0,317.0
2023-01-05 22:00:00,181.0,126.0,19.0,332.0
2023-01-05 23:00:00,201.0,220.0,16.0,331.0
