Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
36000,2023-02-09 00:00:00,2024-07-17 00:00:00,3.1,330.04,417.0,135.0,79.0,9.0
36001,2023-02-09 01:00:00,2024-07-17 00:00:00,3.1,307.13,581.0,308.0,67.0,5.0
36002,2023-02-09 02:00:00,2024-07-17 00:00:00,3.1,253.18,628.0,589.0,66.0,0.0
36003,2023-02-09 03:00:00,2024-07-17 00:00:00,3.1,260.91,629.0,549.0,65.0,0.0
36004,2023-02-09 04:00:00,2024-07-17 00:00:00,3.1,280.66,631.0,455.0,65.0,0.0
36005,2023-02-09 05:00:00,2024-07-17 00:00:00,3.1,294.59,630.0,395.0,65.0,0.0
36006,2023-02-09 06:00:00,2024-07-17 00:00:00,3.1,297.7,630.0,435.0,6.0,2.0
36007,2023-02-09 07:00:00,2024-07-17 00:00:00,3.1,313.65,586.0,336.0,1.0,19.0
36008,2023-02-09 08:00:00,2024-07-17 00:00:00,3.1,346.6,575.0,240.0,0.0,15.0
36009,2023-02-09 09:00:00,2024-07-17 00:00:00,3.1,281.29,422.0,315.0,0.0,26.0
36010,2023-02-09 10:00:00,2024-07-17 00:00:00,3.1,282.98,418.0,203.0,1.0,124.0
36011,2023-02-09 11:00:00,2024-07-17 00:00:00,3.1,256.66,415.0,223.0,0.0,183.0
36012,2023-02-09 12:00:00,2024-07-17 00:00:00,3.1,253.08,422.0,205.0,0.0,219.0
36013,2023-02-09 13:00:00,2024-07-17 00:00:00,3.1,209.9,423.0,339.0,1.0,278.0
36014,2023-02-09 14:00:00,2024-07-17 00:00:00,3.1,207.91,473.0,417.0,5.0,284.0
36015,2023-02-09 15:00:00,2024-07-17 00:00:00,3.1,189.94,470.0,539.0,9.0,281.0
36016,2023-02-09 16:00:00,2024-07-17 00:00:00,3.1,192.41,420.0,373.0,87.0,272.0
36017,2023-02-09 17:00:00,2024-07-17 00:00:00,3.1,194.32,341.0,160.0,149.0,280.0
36018,2023-02-09 18:00:00,2024-07-17 00:00:00,3.1,177.51,294.0,143.0,167.0,287.0
36019,2023-02-09 19:00:00,2024-07-17 00:00:00,3.1,200.09,292.0,122.0,83.0,266.0
36020,2023-02-09 20:00:00,2024-07-17 00:00:00,3.1,200.84,284.0,149.0,85.0,224.0
36021,2023-02-09 21:00:00,2024-07-17 00:00:00,3.1,199.55,279.0,143.0,113.0,204.0
36022,2023-02-09 22:00:00,2024-07-17 00:00:00,3.1,198.32,278.0,127.0,167.0,178.0
36023,2023-02-09 23:00:00,2024-07-17 00:00:00,3.1,212.95,289.0,100.0,155.0,174.0
