UTC time,nat_gas,hydro,solar,wind
2023-10-26 00:00:00,690.0,659.0,116.0,336.0
2023-10-26 01:00:00,799.0,963.0,77.0,338.0
2023-10-26 02:00:00,829.0,1102.0,75.0,339.0
2023-10-26 03:00:00,844.0,1172.0,75.0,341.0
2023-10-26 04:00:00,848.0,921.0,35.0,340.0
2023-10-26 05:00:00,845.0,820.0,1.0,341.0
2023-10-26 06:00:00,829.0,673.0,0.0,341.0
2023-10-26 07:00:00,828.0,350.0,0.0,340.0
2023-10-26 08:00:00,797.0,332.0,0.0,339.0
2023-10-26 09:00:00,793.0,290.0,0.0,340.0
2023-10-26 10:00:00,792.0,287.0,0.0,340.0
2023-10-26 11:00:00,789.0,277.0,0.0,341.0
2023-10-26 12:00:00,791.0,347.0,0.0,341.0
2023-10-26 13:00:00,778.0,390.0,0.0,341.0
2023-10-26 14:00:00,777.0,429.0,38.0,341.0
2023-10-26 15:00:00,754.0,364.0,40.0,329.0
2023-10-26 16:00:00,660.0,136.0,23.0,336.0
2023-10-26 17:00:00,559.0,107.0,30.0,311.0
2023-10-26 18:00:00,569.0,112.0,58.0,286.0
2023-10-26 19:00:00,625.0,101.0,68.0,228.0
2023-10-26 20:00:00,592.0,111.0,66.0,169.0
2023-10-26 21:00:00,650.0,121.0,145.0,80.0
2023-10-26 22:00:00,623.0,189.0,149.0,39.0
2023-10-26 23:00:00,630.0,195.0,143.0,17.0
