UTC time,nat_gas,hydro,solar,wind
2023-09-17 00:00:00,598.0,350.0,164.0,20.0
2023-09-17 01:00:00,764.0,549.0,107.0,16.0
2023-09-17 02:00:00,835.0,839.0,87.0,9.0
2023-09-17 03:00:00,769.0,908.0,90.0,11.0
2023-09-17 04:00:00,725.0,735.0,84.0,25.0
2023-09-17 05:00:00,618.0,369.0,42.0,40.0
2023-09-17 06:00:00,457.0,226.0,0.0,50.0
2023-09-17 07:00:00,403.0,225.0,0.0,60.0
2023-09-17 08:00:00,466.0,176.0,0.0,13.0
2023-09-17 09:00:00,464.0,170.0,0.0,0.0
2023-09-17 10:00:00,466.0,182.0,0.0,0.0
2023-09-17 11:00:00,458.0,161.0,0.0,0.0
2023-09-17 12:00:00,441.0,146.0,0.0,0.0
2023-09-17 13:00:00,434.0,117.0,0.0,1.0
2023-09-17 14:00:00,432.0,184.0,12.0,3.0
2023-09-17 15:00:00,393.0,166.0,70.0,0.0
2023-09-17 16:00:00,356.0,141.0,144.0,0.0
2023-09-17 17:00:00,371.0,168.0,172.0,11.0
2023-09-17 18:00:00,456.0,174.0,103.0,26.0
2023-09-17 19:00:00,546.0,200.0,105.0,26.0
2023-09-17 20:00:00,553.0,211.0,103.0,19.0
2023-09-17 21:00:00,608.0,227.0,156.0,5.0
2023-09-17 22:00:00,604.0,255.0,187.0,6.0
2023-09-17 23:00:00,616.0,253.0,187.0,22.0
