Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind
36672,2023-03-09 00:00:00,2024-07-17 00:00:00,3.1,74.87,81.0,265.0,80.0,278.0
36673,2023-03-09 01:00:00,2024-07-17 00:00:00,3.1,101.85,145.0,526.0,14.0,160.0
36674,2023-03-09 02:00:00,2024-07-17 00:00:00,3.1,101.12,207.0,931.0,4.0,94.0
36675,2023-03-09 03:00:00,2024-07-17 00:00:00,3.1,101.23,212.0,985.0,84.0,18.0
36676,2023-03-09 04:00:00,2024-07-17 00:00:00,3.1,106.16,213.0,945.0,58.0,6.0
36677,2023-03-09 05:00:00,2024-07-17 00:00:00,3.1,99.72,178.0,900.0,21.0,2.0
36678,2023-03-09 06:00:00,2024-07-17 00:00:00,3.1,106.53,147.0,683.0,0.0,0.0
36679,2023-03-09 07:00:00,2024-07-17 00:00:00,3.1,117.91,141.0,553.0,0.0,5.0
36680,2023-03-09 08:00:00,2024-07-17 00:00:00,3.1,139.65,136.0,412.0,0.0,0.0
36681,2023-03-09 09:00:00,2024-07-17 00:00:00,3.1,131.09,148.0,496.0,0.0,0.0
36682,2023-03-09 10:00:00,2024-07-17 00:00:00,3.1,135.67,156.0,495.0,0.0,0.0
36683,2023-03-09 11:00:00,2024-07-17 00:00:00,3.1,144.8,164.0,462.0,0.0,6.0
36684,2023-03-09 12:00:00,2024-07-17 00:00:00,3.1,132.26,161.0,532.0,0.0,0.0
36685,2023-03-09 13:00:00,2024-07-17 00:00:00,3.1,145.64,201.0,569.0,0.0,0.0
36686,2023-03-09 14:00:00,2024-07-17 00:00:00,3.1,115.15,208.0,852.0,0.0,3.0
36687,2023-03-09 15:00:00,2024-07-17 00:00:00,3.1,105.3,204.0,953.0,1.0,10.0
36688,2023-03-09 16:00:00,2024-07-17 00:00:00,3.1,112.76,147.0,553.0,58.0,24.0
36689,2023-03-09 17:00:00,2024-07-17 00:00:00,3.1,103.92,102.0,370.0,135.0,20.0
36690,2023-03-09 18:00:00,2024-07-17 00:00:00,3.1,97.23,67.0,291.0,81.0,9.0
36691,2023-03-09 19:00:00,2024-07-17 00:00:00,3.1,102.08,58.0,212.0,85.0,12.0
36692,2023-03-09 20:00:00,2024-07-17 00:00:00,3.1,106.06,63.0,169.0,169.0,0.0
36693,2023-03-09 21:00:00,2024-07-17 00:00:00,3.1,121.43,75.0,212.0,90.0,1.0
36694,2023-03-09 22:00:00,2024-07-17 00:00:00,3.1,119.01,77.0,229.0,92.0,0.0
36695,2023-03-09 23:00:00,2024-07-17 00:00:00,3.1,113.0,87.0,244.0,148.0,10.0
