UTC time,nat_gas,hydro,solar,wind
2023-10-21 00:00:00,776.0,654.0,117.0,1.0
2023-10-21 01:00:00,794.0,1061.0,86.0,0.0
2023-10-21 02:00:00,780.0,1020.0,89.0,0.0
2023-10-21 03:00:00,756.0,1068.0,87.0,0.0
2023-10-21 04:00:00,705.0,837.0,41.0,0.0
2023-10-21 05:00:00,702.0,592.0,1.0,5.0
2023-10-21 06:00:00,700.0,491.0,0.0,8.0
2023-10-21 07:00:00,695.0,287.0,0.0,8.0
2023-10-21 08:00:00,700.0,277.0,0.0,3.0
2023-10-21 09:00:00,709.0,238.0,1.0,8.0
2023-10-21 10:00:00,685.0,127.0,0.0,1.0
2023-10-21 11:00:00,685.0,125.0,0.0,1.0
2023-10-21 12:00:00,681.0,140.0,0.0,0.0
2023-10-21 13:00:00,688.0,177.0,0.0,0.0
2023-10-21 14:00:00,682.0,311.0,0.0,0.0
2023-10-21 15:00:00,679.0,198.0,45.0,0.0
2023-10-21 16:00:00,597.0,120.0,114.0,0.0
2023-10-21 17:00:00,538.0,124.0,72.0,0.0
2023-10-21 18:00:00,628.0,143.0,154.0,0.0
2023-10-21 19:00:00,654.0,133.0,70.0,0.0
2023-10-21 20:00:00,648.0,250.0,62.0,0.0
2023-10-21 21:00:00,657.0,299.0,68.0,0.0
2023-10-21 22:00:00,680.0,285.0,157.0,0.0
2023-10-21 23:00:00,682.0,291.0,153.0,0.0
