UTC time,nat_gas,hydro,solar,wind
2023-01-23 00:00:00,346.0,247.0,67.0,223.0
2023-01-23 01:00:00,357.0,422.0,45.0,323.0
2023-01-23 02:00:00,393.0,710.0,40.0,306.0
2023-01-23 03:00:00,390.0,734.0,40.0,266.0
2023-01-23 04:00:00,385.0,784.0,39.0,295.0
2023-01-23 05:00:00,362.0,637.0,1.0,306.0
2023-01-23 06:00:00,378.0,536.0,0.0,322.0
2023-01-23 07:00:00,374.0,335.0,0.0,328.0
2023-01-23 08:00:00,378.0,273.0,0.0,330.0
2023-01-23 09:00:00,375.0,233.0,0.0,331.0
2023-01-23 10:00:00,372.0,209.0,0.0,332.0
2023-01-23 11:00:00,367.0,189.0,0.0,331.0
2023-01-23 12:00:00,381.0,194.0,0.0,331.0
2023-01-23 13:00:00,390.0,240.0,3.0,331.0
2023-01-23 14:00:00,407.0,245.0,6.0,333.0
2023-01-23 15:00:00,433.0,496.0,23.0,336.0
2023-01-23 16:00:00,438.0,414.0,45.0,334.0
2023-01-23 17:00:00,434.0,118.0,123.0,336.0
2023-01-23 18:00:00,432.0,252.0,199.0,335.0
2023-01-23 19:00:00,436.0,174.0,86.0,335.0
2023-01-23 20:00:00,426.0,163.0,70.0,335.0
2023-01-23 21:00:00,391.0,172.0,69.0,333.0
2023-01-23 22:00:00,399.0,191.0,40.0,336.0
2023-01-23 23:00:00,428.0,183.0,69.0,334.0
