UTC time,nat_gas,hydro,solar,wind
2023-03-31 00:00:00,514.0,319.0,72.0,174.0
2023-03-31 01:00:00,383.0,369.0,69.0,156.0
2023-03-31 02:00:00,430.0,859.0,59.0,91.0
2023-03-31 03:00:00,432.0,879.0,8.0,82.0
2023-03-31 04:00:00,435.0,884.0,0.0,18.0
2023-03-31 05:00:00,437.0,943.0,0.0,43.0
2023-03-31 06:00:00,436.0,823.0,0.0,32.0
2023-03-31 07:00:00,438.0,653.0,0.0,21.0
2023-03-31 08:00:00,436.0,487.0,0.0,27.0
2023-03-31 09:00:00,436.0,463.0,0.0,68.0
2023-03-31 10:00:00,390.0,470.0,0.0,74.0
2023-03-31 11:00:00,389.0,438.0,0.0,74.0
2023-03-31 12:00:00,434.0,495.0,0.0,70.0
2023-03-31 13:00:00,438.0,716.0,0.0,48.0
2023-03-31 14:00:00,436.0,773.0,0.0,25.0
2023-03-31 15:00:00,436.0,706.0,30.0,22.0
2023-03-31 16:00:00,364.0,218.0,185.0,23.0
2023-03-31 17:00:00,381.0,285.0,204.0,23.0
2023-03-31 18:00:00,386.0,265.0,125.0,11.0
2023-03-31 19:00:00,386.0,216.0,124.0,8.0
2023-03-31 20:00:00,387.0,211.0,195.0,5.0
2023-03-31 21:00:00,386.0,221.0,200.0,11.0
2023-03-31 22:00:00,387.0,229.0,125.0,21.0
2023-03-31 23:00:00,387.0,270.0,186.0,32.0
