UTC time,solar,nat_gas,other,oil,hydro,coal
2019-01-03 22:00:00,9.0,4423.0,107.0,0.0,5.0,0.0
2019-01-03 23:00:00,1.0,4387.0,108.0,0.0,9.0,0.0
2019-01-04 00:00:00,0.0,4505.0,112.0,0.0,4.0,0.0
2019-01-04 01:00:00,0.0,4288.0,111.0,0.0,3.0,0.0
2019-01-04 02:00:00,0.0,4197.0,113.0,0.0,3.0,0.0
2019-01-04 03:00:00,0.0,4119.0,122.0,0.0,4.0,0.0
2019-01-04 04:00:00,0.0,3727.0,125.0,0.0,3.0,0.0
2019-01-04 05:00:00,0.0,3319.0,127.0,0.0,4.0,0.0
2019-01-04 06:00:00,0.0,3033.0,118.0,0.0,3.0,0.0
2019-01-04 07:00:00,0.0,2793.0,117.0,0.0,4.0,0.0
2019-01-04 08:00:00,0.0,2647.0,122.0,0.0,3.0,0.0
2019-01-04 09:00:00,0.0,2603.0,121.0,0.0,4.0,0.0
2019-01-04 10:00:00,0.0,2647.0,121.0,0.0,3.0,0.0
2019-01-04 11:00:00,0.0,2815.0,122.0,0.0,4.0,0.0
2019-01-04 12:00:00,0.0,3137.0,119.0,0.0,4.0,0.0
2019-01-04 13:00:00,1.0,3460.0,123.0,0.0,4.0,0.0
2019-01-04 14:00:00,1.0,3619.0,132.0,0.0,3.0,0.0
2019-01-04 15:00:00,4.0,3659.0,138.0,0.0,4.0,0.0
2019-01-04 16:00:00,7.0,3706.0,138.0,17.0,3.0,0.0
2019-01-04 17:00:00,4.0,3934.0,136.0,2.0,3.0,0.0
2019-01-04 18:00:00,7.0,4133.0,130.0,0.0,3.0,0.0
2019-01-04 19:00:00,5.0,4254.0,124.0,0.0,3.0,0.0
2019-01-04 20:00:00,5.0,4293.0,127.0,0.0,3.0,0.0
2019-01-04 21:00:00,2.0,4179.0,132.0,0.0,3.0,0.0
2019-01-04 22:00:00,2.0,4048.0,140.0,0.0,4.0,0.0
2019-01-04 23:00:00,1.0,3950.0,138.0,0.0,11.0,0.0
2019-01-05 00:00:00,0.0,3870.0,142.0,0.0,10.0,0.0
2019-01-05 01:00:00,0.0,3675.0,139.0,0.0,10.0,0.0
2019-01-05 02:00:00,0.0,3668.0,143.0,0.0,11.0,0.0
2019-01-05 03:00:00,0.0,3684.0,139.0,0.0,10.0,0.0
2019-01-05 04:00:00,0.0,3433.0,132.0,0.0,10.0,0.0
2019-01-05 05:00:00,0.0,3131.0,128.0,0.0,10.0,0.0
2019-01-05 06:00:00,0.0,2865.0,126.0,0.0,11.0,0.0
2019-01-05 07:00:00,0.0,2759.0,124.0,0.0,10.0,0.0
2019-01-05 08:00:00,0.0,2630.0,127.0,0.0,10.0,0.0
2019-01-05 09:00:00,0.0,2562.0,127.0,0.0,10.0,0.0
2019-01-05 10:00:00,0.0,2556.0,125.0,0.0,10.0,0.0
2019-01-05 11:00:00,0.0,2643.0,128.0,0.0,10.0,0.0
2019-01-05 12:00:00,0.0,2817.0,153.0,0.0,10.0,0.0
2019-01-05 13:00:00,1.0,3012.0,156.0,0.0,10.0,0.0
2019-01-05 14:00:00,11.0,3299.0,164.0,0.0,8.0,0.0
2019-01-05 15:00:00,11.0,3572.0,147.0,0.0,8.0,0.0
2019-01-05 16:00:00,11.0,3783.0,147.0,0.0,5.0,0.0
2019-01-05 17:00:00,13.0,3797.0,149.0,0.0,5.0,0.0
2019-01-05 18:00:00,13.0,3784.0,146.0,0.0,4.0,0.0
2019-01-05 19:00:00,15.0,3768.0,144.0,0.0,5.0,0.0
2019-01-05 20:00:00,14.0,3745.0,147.0,16.0,4.0,0.0
2019-01-05 21:00:00,13.0,3715.0,148.0,24.0,4.0,0.0
2019-01-05 22:00:00,13.0,3753.0,148.0,0.0,4.0,0.0
2019-01-05 23:00:00,4.0,3848.0,148.0,0.0,4.0,0.0
2019-01-06 00:00:00,0.0,4092.0,146.0,0.0,5.0,0.0
2019-01-06 01:00:00,0.0,4035.0,144.0,0.0,4.0,0.0
2019-01-06 02:00:00,0.0,3902.0,147.0,0.0,4.0,0.0
2019-01-06 03:00:00,0.0,3736.0,148.0,0.0,5.0,0.0
2019-01-06 04:00:00,0.0,3518.0,137.0,0.0,4.0,0.0
2019-01-06 05:00:00,0.0,3303.0,133.0,0.0,4.0,0.0
2019-01-06 06:00:00,0.0,3114.0,131.0,0.0,4.0,0.0
2019-01-06 07:00:00,0.0,2985.0,130.0,0.0,4.0,0.0
2019-01-06 08:00:00,0.0,2872.0,127.0,0.0,4.0,0.0
2019-01-06 09:00:00,0.0,2888.0,127.0,0.0,4.0,0.0
2019-01-06 10:00:00,0.0,2927.0,133.0,0.0,4.0,0.0
2019-01-06 11:00:00,0.0,3053.0,129.0,0.0,4.0,0.0
2019-01-06 12:00:00,0.0,3319.0,129.0,0.0,4.0,0.0
2019-01-06 13:00:00,1.0,3621.0,131.0,0.0,4.0,0.0
2019-01-06 14:00:00,13.0,3942.0,140.0,0.0,4.0,0.0
2019-01-06 15:00:00,16.0,4004.0,145.0,0.0,3.0,0.0
2019-01-06 16:00:00,27.0,3915.0,147.0,0.0,4.0,0.0
2019-01-06 17:00:00,28.0,3788.0,150.0,0.0,4.0,0.0
2019-01-06 18:00:00,27.0,3718.0,147.0,0.0,4.0,0.0
2019-01-06 19:00:00,27.0,3668.0,146.0,0.0,3.0,0.0
2019-01-06 20:00:00,19.0,3665.0,147.0,0.0,4.0,0.0
2019-01-06 21:00:00,17.0,3698.0,147.0,0.0,4.0,0.0
2019-01-06 22:00:00,14.0,3782.0,147.0,0.0,3.0,0.0
2019-01-06 23:00:00,4.0,3941.0,145.0,0.0,4.0,0.0
2019-01-07 00:00:00,0.0,4124.0,144.0,0.0,3.0,0.0
2019-01-07 01:00:00,0.0,4058.0,149.0,0.0,3.0,0.0
2019-01-07 02:00:00,0.0,3919.0,150.0,0.0,3.0,0.0
2019-01-07 03:00:00,0.0,3801.0,146.0,0.0,2.0,0.0
2019-01-07 04:00:00,0.0,3537.0,138.0,0.0,0.0,0.0
2019-01-07 05:00:00,0.0,3227.0,130.0,0.0,0.0,0.0
2019-01-07 06:00:00,0.0,3020.0,129.0,0.0,0.0,0.0
2019-01-07 07:00:00,0.0,2929.0,132.0,0.0,0.0,0.0
2019-01-07 08:00:00,0.0,2884.0,130.0,0.0,0.0,0.0
2019-01-07 09:00:00,0.0,2906.0,131.0,0.0,0.0,0.0
2019-01-07 10:00:00,0.0,3046.0,129.0,0.0,0.0,0.0
2019-01-07 11:00:00,0.0,3327.0,133.0,0.0,0.0,0.0
2019-01-07 12:00:00,0.0,3879.0,130.0,0.0,0.0,0.0
2019-01-07 13:00:00,1.0,4135.0,127.0,0.0,0.0,0.0
2019-01-07 14:00:00,14.0,4192.0,133.0,0.0,0.0,0.0
2019-01-07 15:00:00,15.0,4097.0,144.0,0.0,0.0,0.0
2019-01-07 16:00:00,16.0,4027.0,134.0,0.0,0.0,0.0
2019-01-07 17:00:00,17.0,3996.0,129.0,0.0,0.0,0.0
2019-01-07 18:00:00,17.0,3959.0,97.0,0.0,0.0,0.0
2019-01-07 19:00:00,22.0,4063.0,97.0,0.0,0.0,0.0
2019-01-07 20:00:00,37.0,4094.0,96.0,0.0,0.0,0.0
2019-01-07 21:00:00,35.0,4136.0,104.0,0.0,0.0,0.0
2019-01-07 22:00:00,31.0,4200.0,108.0,0.0,0.0,0.0
2019-01-07 23:00:00,5.0,4281.0,104.0,0.0,0.0,0.0
2019-01-08 00:00:00,0.0,4423.0,105.0,0.0,0.0,0.0
2019-01-08 01:00:00,0.0,4357.0,106.0,0.0,0.0,0.0
2019-01-08 02:00:00,0.0,4143.0,108.0,0.0,0.0,0.0
2019-01-08 03:00:00,0.0,3939.0,110.0,0.0,0.0,0.0
2019-01-08 04:00:00,0.0,3559.0,108.0,0.0,0.0,0.0
2019-01-08 05:00:00,0.0,3214.0,110.0,0.0,0.0,0.0
2019-01-08 06:00:00,0.0,2918.0,109.0,0.0,0.0,0.0
2019-01-08 07:00:00,0.0,2737.0,103.0,0.0,0.0,0.0
2019-01-08 08:00:00,0.0,2640.0,108.0,0.0,0.0,0.0
2019-01-08 09:00:00,0.0,2615.0,110.0,0.0,0.0,0.0
2019-01-08 10:00:00,0.0,2745.0,108.0,0.0,0.0,0.0
2019-01-08 11:00:00,0.0,3005.0,108.0,0.0,0.0,0.0
2019-01-08 12:00:00,0.0,3397.0,106.0,0.0,0.0,0.0
2019-01-08 13:00:00,1.0,3529.0,115.0,0.0,0.0,0.0
2019-01-08 14:00:00,15.0,3448.0,128.0,0.0,0.0,0.0
2019-01-08 15:00:00,23.0,3427.0,113.0,0.0,0.0,0.0
2019-01-08 16:00:00,33.0,3441.0,110.0,0.0,0.0,0.0
2019-01-08 17:00:00,38.0,3483.0,105.0,0.0,0.0,0.0
2019-01-08 18:00:00,39.0,3551.0,106.0,0.0,0.0,0.0
2019-01-08 19:00:00,37.0,3630.0,108.0,0.0,0.0,0.0
2019-01-08 20:00:00,37.0,3661.0,122.0,0.0,0.0,0.0
2019-01-08 21:00:00,35.0,3688.0,124.0,0.0,0.0,0.0
2019-01-08 22:00:00,30.0,3743.0,125.0,0.0,0.0,0.0
2019-01-08 23:00:00,5.0,3821.0,126.0,0.0,0.0,0.0
2019-01-09 00:00:00,0.0,4064.0,131.0,0.0,0.0,0.0
2019-01-09 01:00:00,0.0,3956.0,133.0,0.0,0.0,0.0
2019-01-09 02:00:00,0.0,3787.0,132.0,0.0,0.0,0.0
2019-01-09 03:00:00,0.0,3678.0,139.0,0.0,0.0,0.0
2019-01-09 04:00:00,0.0,3493.0,126.0,0.0,0.0,0.0
2019-01-09 05:00:00,0.0,3113.0,121.0,0.0,0.0,0.0
2019-01-09 06:00:00,0.0,2899.0,117.0,0.0,0.0,0.0
2019-01-09 07:00:00,0.0,2771.0,112.0,0.0,0.0,0.0
2019-01-09 08:00:00,0.0,2668.0,118.0,0.0,0.0,0.0
2019-01-09 09:00:00,0.0,2639.0,119.0,0.0,0.0,0.0
2019-01-09 10:00:00,0.0,2688.0,119.0,0.0,0.0,0.0
2019-01-09 11:00:00,0.0,2959.0,120.0,0.0,0.0,0.0
2019-01-09 12:00:00,0.0,3416.0,129.0,0.0,0.0,0.0
2019-01-09 13:00:00,1.0,3803.0,134.0,0.0,0.0,0.0
2019-01-09 14:00:00,10.0,3913.0,135.0,0.0,0.0,0.0
2019-01-09 15:00:00,20.0,3948.0,137.0,0.0,0.0,0.0
2019-01-09 16:00:00,19.0,3958.0,136.0,0.0,0.0,0.0
2019-01-09 17:00:00,23.0,3938.0,134.0,0.0,1.0,0.0
2019-01-09 18:00:00,30.0,3928.0,134.0,0.0,3.0,0.0
2019-01-09 19:00:00,37.0,3936.0,123.0,0.0,4.0,0.0
2019-01-09 20:00:00,36.0,3917.0,126.0,0.0,3.0,0.0
2019-01-09 21:00:00,35.0,3931.0,137.0,0.0,4.0,0.0
2019-01-09 22:00:00,31.0,3997.0,132.0,0.0,4.0,0.0
2019-01-09 23:00:00,6.0,4134.0,134.0,0.0,11.0,0.0
2019-01-10 00:00:00,0.0,4440.0,137.0,0.0,8.0,0.0
2019-01-10 01:00:00,0.0,4426.0,142.0,0.0,4.0,0.0
2019-01-10 02:00:00,0.0,4277.0,142.0,0.0,5.0,0.0
2019-01-10 03:00:00,0.0,4077.0,144.0,0.0,2.0,0.0
2019-01-10 04:00:00,0.0,3775.0,127.0,0.0,3.0,0.0
2019-01-10 05:00:00,0.0,3501.0,123.0,0.0,3.0,0.0
2019-01-10 06:00:00,0.0,3407.0,121.0,0.0,3.0,0.0
2019-01-10 07:00:00,0.0,3307.0,117.0,0.0,3.0,0.0
2019-01-10 08:00:00,0.0,3336.0,116.0,0.0,3.0,0.0
2019-01-10 09:00:00,0.0,3395.0,121.0,0.0,3.0,0.0
2019-01-10 10:00:00,0.0,3605.0,128.0,0.0,3.0,0.0
2019-01-10 11:00:00,0.0,4215.0,134.0,0.0,3.0,0.0
2019-01-10 12:00:00,0.0,5118.0,140.0,0.0,4.0,0.0
2019-01-10 13:00:00,0.0,5577.0,153.0,0.0,4.0,0.0
2019-01-10 14:00:00,1.0,5564.0,150.0,0.0,4.0,0.0
2019-01-10 15:00:00,4.0,5274.0,148.0,0.0,3.0,0.0
2019-01-10 16:00:00,7.0,4840.0,150.0,0.0,4.0,0.0
2019-01-10 17:00:00,5.0,4607.0,151.0,0.0,4.0,0.0
2019-01-10 18:00:00,4.0,4374.0,146.0,0.0,4.0,0.0
2019-01-10 19:00:00,6.0,4174.0,140.0,0.0,4.0,0.0
2019-01-10 20:00:00,7.0,4057.0,136.0,0.0,4.0,0.0
2019-01-10 21:00:00,5.0,4045.0,137.0,0.0,4.0,0.0
2019-01-10 22:00:00,2.0,4164.0,140.0,0.0,6.0,0.0
2019-01-10 23:00:00,1.0,4474.0,143.0,0.0,11.0,0.0
2019-01-11 00:00:00,0.0,5014.0,150.0,0.0,12.0,0.0
2019-01-11 01:00:00,0.0,5207.0,147.0,0.0,11.0,0.0
2019-01-11 02:00:00,0.0,5339.0,131.0,0.0,12.0,0.0
2019-01-11 03:00:00,0.0,5183.0,116.0,0.0,12.0,0.0
2019-01-11 04:00:00,0.0,4857.0,107.0,0.0,11.0,0.0
2019-01-11 05:00:00,0.0,4455.0,108.0,0.0,12.0,0.0
2019-01-11 06:00:00,0.0,4215.0,104.0,0.0,11.0,0.0
2019-01-11 07:00:00,0.0,4119.0,109.0,0.0,12.0,0.0
2019-01-11 08:00:00,0.0,4125.0,116.0,0.0,12.0,0.0
2019-01-11 09:00:00,0.0,4240.0,120.0,0.0,12.0,0.0
2019-01-11 10:00:00,0.0,4543.0,120.0,0.0,11.0,0.0
2019-01-11 11:00:00,0.0,5157.0,117.0,15.0,12.0,0.0
2019-01-11 12:00:00,0.0,5680.0,118.0,0.0,12.0,0.0
2019-01-11 13:00:00,0.0,5843.0,121.0,0.0,11.0,0.0
2019-01-11 14:00:00,1.0,5617.0,128.0,0.0,12.0,0.0
2019-01-11 15:00:00,4.0,5125.0,122.0,0.0,11.0,0.0
2019-01-11 16:00:00,6.0,4844.0,113.0,0.0,12.0,0.0
2019-01-11 17:00:00,5.0,4385.0,114.0,0.0,11.0,0.0
2019-01-11 18:00:00,6.0,4106.0,114.0,0.0,11.0,0.0
2019-01-11 19:00:00,4.0,3980.0,114.0,0.0,11.0,0.0
2019-01-11 20:00:00,7.0,3888.0,112.0,0.0,11.0,0.0
2019-01-11 21:00:00,4.0,3876.0,114.0,0.0,12.0,0.0
2019-01-11 22:00:00,2.0,3910.0,118.0,0.0,12.0,0.0
2019-01-11 23:00:00,0.0,4023.0,117.0,0.0,13.0,0.0
2019-01-12 00:00:00,0.0,4243.0,117.0,0.0,14.0,0.0
2019-01-12 01:00:00,0.0,4221.0,116.0,0.0,14.0,0.0
2019-01-12 02:00:00,0.0,4101.0,121.0,0.0,14.0,0.0
2019-01-12 03:00:00,0.0,3923.0,127.0,0.0,14.0,0.0
2019-01-12 04:00:00,0.0,4198.0,128.0,0.0,14.0,0.0
2019-01-12 05:00:00,0.0,3758.0,129.0,0.0,14.0,0.0
2019-01-12 06:00:00,0.0,3224.0,128.0,0.0,15.0,0.0
2019-01-12 07:00:00,0.0,3079.0,126.0,0.0,14.0,0.0
2019-01-12 08:00:00,0.0,2952.0,127.0,0.0,15.0,0.0
2019-01-12 09:00:00,0.0,2909.0,124.0,0.0,14.0,0.0
2019-01-12 10:00:00,0.0,2941.0,121.0,0.0,14.0,0.0
2019-01-12 11:00:00,0.0,3076.0,128.0,0.0,15.0,0.0
2019-01-12 12:00:00,0.0,3333.0,131.0,0.0,14.0,0.0
2019-01-12 13:00:00,0.0,3621.0,127.0,0.0,14.0,0.0
2019-01-12 14:00:00,1.0,3855.0,132.0,0.0,15.0,0.0
2019-01-12 15:00:00,3.0,3933.0,133.0,0.0,14.0,0.0
2019-01-12 16:00:00,4.0,3945.0,133.0,0.0,12.0,0.0
2019-01-12 17:00:00,6.0,3905.0,133.0,0.0,12.0,0.0
2019-01-12 18:00:00,5.0,3865.0,129.0,0.0,12.0,0.0
2019-01-12 19:00:00,4.0,3851.0,130.0,0.0,12.0,0.0
2019-01-12 20:00:00,3.0,3860.0,130.0,0.0,11.0,0.0
2019-01-12 21:00:00,2.0,3881.0,131.0,0.0,12.0,0.0
2019-01-12 22:00:00,2.0,3927.0,135.0,0.0,12.0,0.0
2019-01-12 23:00:00,0.0,3962.0,132.0,0.0,17.0,0.0
2019-01-13 00:00:00,0.0,4156.0,142.0,0.0,15.0,0.0
2019-01-13 01:00:00,0.0,4015.0,152.0,0.0,14.0,0.0
2019-01-13 02:00:00,0.0,3850.0,147.0,0.0,13.0,0.0
2019-01-13 03:00:00,0.0,3629.0,147.0,0.0,13.0,0.0
2019-01-13 04:00:00,0.0,3403.0,134.0,0.0,15.0,0.0
2019-01-13 05:00:00,0.0,3099.0,131.0,0.0,16.0,0.0
2019-01-13 06:00:00,0.0,2858.0,130.0,0.0,16.0,0.0
2019-01-13 07:00:00,0.0,2652.0,127.0,0.0,16.0,0.0
2019-01-13 08:00:00,0.0,2578.0,128.0,0.0,16.0,0.0
2019-01-13 09:00:00,0.0,2527.0,128.0,0.0,16.0,0.0
2019-01-13 10:00:00,0.0,2535.0,131.0,0.0,17.0,0.0
2019-01-13 11:00:00,0.0,2636.0,121.0,0.0,18.0,0.0
2019-01-13 12:00:00,0.0,2784.0,131.0,0.0,18.0,0.0
2019-01-13 13:00:00,0.0,3031.0,139.0,0.0,17.0,0.0
2019-01-13 14:00:00,4.0,3334.0,144.0,0.0,18.0,0.0
2019-01-13 15:00:00,11.0,3581.0,143.0,0.0,18.0,0.0
2019-01-13 16:00:00,11.0,3766.0,143.0,0.0,18.0,0.0
2019-01-13 17:00:00,32.0,3880.0,142.0,0.0,17.0,0.0
2019-01-13 18:00:00,30.0,4001.0,136.0,0.0,18.0,0.0
2019-01-13 19:00:00,17.0,4120.0,134.0,0.0,18.0,0.0
2019-01-13 20:00:00,18.0,4189.0,139.0,0.0,18.0,0.0
2019-01-13 21:00:00,8.0,4183.0,138.0,0.0,19.0,0.0
2019-01-13 22:00:00,11.0,4189.0,138.0,0.0,19.0,0.0
2019-01-13 23:00:00,7.0,4248.0,139.0,0.0,19.0,0.0
2019-01-14 00:00:00,0.0,4335.0,140.0,0.0,18.0,0.0
2019-01-14 01:00:00,0.0,4221.0,139.0,0.0,19.0,0.0
2019-01-14 02:00:00,0.0,4145.0,140.0,0.0,17.0,0.0
2019-01-14 03:00:00,0.0,3852.0,142.0,0.0,17.0,0.0
2019-01-14 04:00:00,0.0,3422.0,139.0,0.0,17.0,0.0
2019-01-14 05:00:00,0.0,3040.0,131.0,0.0,17.0,0.0
2019-01-14 06:00:00,0.0,2747.0,125.0,0.0,17.0,0.0
2019-01-14 07:00:00,0.0,2584.0,124.0,0.0,18.0,0.0
2019-01-14 08:00:00,0.0,2469.0,124.0,0.0,17.0,0.0
2019-01-14 09:00:00,0.0,2463.0,125.0,0.0,16.0,0.0
2019-01-14 10:00:00,0.0,2554.0,117.0,0.0,16.0,0.0
2019-01-14 11:00:00,0.0,2876.0,122.0,0.0,16.0,0.0
2019-01-14 12:00:00,0.0,3405.0,127.0,0.0,17.0,0.0
2019-01-14 13:00:00,0.0,3730.0,127.0,0.0,18.0,0.0
2019-01-14 14:00:00,11.0,3836.0,132.0,0.0,18.0,0.0
2019-01-14 15:00:00,26.0,3872.0,129.0,0.0,17.0,0.0
2019-01-14 16:00:00,18.0,3937.0,133.0,0.0,18.0,0.0
2019-01-14 17:00:00,11.0,3941.0,135.0,0.0,18.0,0.0
2019-01-14 18:00:00,24.0,3911.0,137.0,0.0,19.0,0.0
2019-01-14 19:00:00,19.0,3887.0,121.0,0.0,19.0,0.0
2019-01-14 20:00:00,16.0,3816.0,137.0,26.0,19.0,0.0
2019-01-14 21:00:00,13.0,3855.0,138.0,0.0,18.0,0.0
2019-01-14 22:00:00,6.0,3940.0,139.0,0.0,20.0,0.0
2019-01-14 23:00:00,1.0,4112.0,140.0,0.0,22.0,0.0
2019-01-15 00:00:00,0.0,4359.0,137.0,0.0,22.0,0.0
2019-01-15 01:00:00,0.0,4384.0,135.0,0.0,21.0,0.0
2019-01-15 02:00:00,0.0,4277.0,138.0,0.0,20.0,0.0
2019-01-15 03:00:00,0.0,4073.0,138.0,0.0,20.0,0.0
2019-01-15 04:00:00,0.0,3827.0,127.0,0.0,20.0,0.0
2019-01-15 05:00:00,0.0,3510.0,121.0,0.0,20.0,0.0
2019-01-15 06:00:00,0.0,3272.0,116.0,0.0,20.0,0.0
2019-01-15 07:00:00,0.0,3141.0,120.0,0.0,20.0,0.0
2019-01-15 08:00:00,0.0,3109.0,117.0,0.0,20.0,0.0
2019-01-15 09:00:00,0.0,3142.0,117.0,0.0,20.0,0.0
2019-01-15 10:00:00,0.0,3135.0,118.0,0.0,20.0,0.0
2019-01-15 11:00:00,0.0,3463.0,119.0,0.0,20.0,0.0
2019-01-15 12:00:00,0.0,3931.0,124.0,0.0,20.0,0.0
2019-01-15 13:00:00,0.0,4255.0,126.0,0.0,20.0,0.0
2019-01-15 14:00:00,2.0,4176.0,128.0,0.0,21.0,0.0
2019-01-15 15:00:00,8.0,4161.0,124.0,0.0,20.0,0.0
2019-01-15 16:00:00,18.0,4102.0,124.0,0.0,20.0,0.0
2019-01-15 17:00:00,26.0,4163.0,123.0,0.0,20.0,0.0
2019-01-15 18:00:00,39.0,4007.0,127.0,0.0,20.0,0.0
2019-01-15 19:00:00,20.0,4030.0,125.0,0.0,20.0,0.0
2019-01-15 20:00:00,9.0,3884.0,125.0,0.0,20.0,0.0
2019-01-15 21:00:00,25.0,3785.0,124.0,0.0,20.0,0.0
2019-01-15 22:00:00,17.0,4012.0,126.0,0.0,21.0,0.0
2019-01-15 23:00:00,4.0,4390.0,132.0,0.0,20.0,0.0
2019-01-16 00:00:00,0.0,4995.0,132.0,0.0,20.0,0.0
2019-01-16 01:00:00,0.0,5235.0,134.0,0.0,20.0,0.0
2019-01-16 02:00:00,0.0,5312.0,134.0,0.0,20.0,0.0
2019-01-16 03:00:00,0.0,5103.0,139.0,0.0,20.0,0.0
2019-01-16 04:00:00,0.0,4783.0,133.0,0.0,21.0,0.0
2019-01-16 05:00:00,0.0,4439.0,124.0,0.0,20.0,0.0
2019-01-16 06:00:00,0.0,4280.0,121.0,0.0,20.0,0.0
